Category,Product,Min Price (INR/kg),Max Price (INR/kg),Average Price (INR/kg)
Pulses,Green Gram,94.92515501248856,143.48144438307767,119.20329969778311
Fruits,Guava,68.59288239043778,80.4275909857663,74.51023668810204
Vegetables,Okra,56.208828923580626,115.60938093356934,85.90910492857498
Vegetables,Kale,113.61466350996113,170.51141210401346,142.0630378069873
Vegetables,Zucchini,101.66516288374854,153.2577083967199,127.46143564023421
Fruits,Oranges,20.594723860683093,56.57218928458122,38.58345657263216
Pulses,Soybeans,95.14519043809192,128.366593064815,111.75589175145345
Fruits,Melons,69.95934961019411,118.05711865493599,94.00823413256505
Vegetables,Drumsticks,52.14704177127457,60.454200823204545,56.30062129723956
Pulses,Green Gram,96.47126338425487,140.50483025929162,118.48804682177325
Grains,Barley,84.87734277844957,100.35994795783573,92.61864536814265
Fruits,Oranges,20.888953696809025,50.845305322461265,35.86712950963515
Pulses,Lentils,87.16529899557683,117.80737997176338,102.48633948367011
Vegetables,Bell Peppers,65.18655627547598,116.66635356683187,90.92645492115392
Vegetables,Kale,84.82312902470396,139.39095307655157,112.10704105062777
Grains,Barley,83.73956057633548,100.79063146831982,92.26509602232764
Vegetables,Okra,59.345551633862236,113.93240251526643,86.63897707456434
Grains,Ragi,98.43290957451369,124.18166267884816,111.30728612668092
Fruits,Melons,26.807416148311834,52.555860330552854,39.681638239432345
Vegetables,Cauliflower,106.86208502528159,149.87614179042478,128.36911340785318
Vegetables,Cauliflower,82.7115350016592,104.64353607622074,93.67753553893996
Vegetables,Spinach,94.24200544850189,125.75516179476625,109.99858362163407
Vegetables,Asparagus,26.78845653489571,76.52330208285257,51.65587930887414
Pulses,Chickpeas,102.4400954436079,139.5801997879093,121.0101476157586
Fruits,Dates,35.25266267157121,47.61893039080444,41.43579653118782
Pulses,Black-eyed Peas,92.33439874221315,108.85919754635479,100.59679814428398
Grains,Whole Wheat,75.43007039466269,110.76504560729799,93.09755800098034
Vegetables,Tomatoes,58.220065925889834,70.53954856902719,64.37980724745852
Vegetables,Cabbage,96.39139360677532,115.10332581128078,105.74735970902805
Grains,Oats,41.91358397162726,68.02997349735763,54.971778734492446
Vegetables,Tomatoes,25.40880792682594,64.81674380825731,45.11277586754163
Fruits,Pineapple,55.49220750639728,82.77981873001788,69.13601311820759
Grains,Ragi,72.33555464217586,90.10899665246414,81.22227564732
Fruits,Blueberries,90.28510030846172,156.70086777488626,123.49298404167399
Vegetables,Kale,77.85966502970489,130.3034875478361,104.08157628877049
Fruits,Guava,46.15923865996649,69.05251405113583,57.60587635555116
Fruits,Lemon,84.81754062103614,140.94372975617875,112.88063518860744
Fruits,Grapefruit,68.52437520830986,116.43755211874442,92.48096366352715
Fruits,Papaya,39.932258539069835,48.518177264122244,44.22521790159604
Vegetables,Drumsticks,76.93925105991671,111.44463818205436,94.19194462098554
Fruits,Lemon,24.548987953421747,61.66204633975655,43.10551714658915
Fruits,Apples,100.199426335405,160.72197561224425,130.46070097382463
Fruits,Figs,71.07180848237735,118.07612868604436,94.57396858421086
Fruits,Melons,66.122569321647,125.27593566268455,95.69925249216578
Pulses,Lentils,40.284903213141774,68.78937228598687,54.53713774956432
Vegetables,Okra,56.590937249908094,110.6838327710008,83.63738501045444
Fruits,Blueberries,89.60942698437144,142.94149702353835,116.27546200395489
Fruits,Guava,45.05209123580649,72.75137574987315,58.901733492839824
Fruits,Pineapple,98.28029278903377,168.42747266525254,133.35388272714314
Fruits,Pomegranate,110.6675741858621,135.15815021409233,122.91286219997721
Pulses,Green Gram,80.68126447992131,131.5824145807635,106.1318395303424
Fruits,Guava,46.215779249689234,62.46174988919586,54.338764569442546
Vegetables,Asparagus,26.89755341114846,75.58193131467127,51.239742362909865
Fruits,Grapefruit,60.717720513381494,83.50965871426156,72.11368961382152
Vegetables,Bell Peppers,66.4682089484579,121.72893561486956,94.09857228166373
Vegetables,Kale,86.80922247220794,139.02462578830387,112.9169241302559
Pulses,Black-eyed Peas,88.71611082470801,113.04073998209287,100.87842540340044
Fruits,Berries,24.747776143853145,55.313372076519805,40.03057411018648
Grains,Oats,110.70474742261113,126.42034278898036,118.56254510579575
Fruits,Oranges,113.28982854535964,160.45220385777856,136.8710162015691
Vegetables,Tomatoes,54.41209022263665,73.47150289467854,63.94179655865759
Vegetables,Broccoli,38.674877114861886,93.1913377524563,65.9331074336591
Grains,Whole Wheat,68.75217152342871,108.69301216646942,88.72259184494906
Vegetables,Cabbage,37.61591682420934,54.73447388036772,46.17519535228853
Vegetables,Carrots,31.280386416507817,84.77323135986519,58.02680888818651
Fruits,Figs,64.84312063038021,103.97323605735832,84.40817834386927
Grains,Ragi,102.54448660121149,157.6562475514205,130.100367076316
Vegetables,Zucchini,97.26551018954393,149.68463398734568,123.4750720884448
Vegetables,Cucumber,65.90052914215426,102.92774309684766,84.41413611950097
Vegetables,Drumsticks,51.98228780258692,61.767582825385865,56.87493531398639
Vegetables,Carrots,99.73240511798072,123.49879506434837,111.61560009116454
Pulses,Green Gram,63.38408575462509,79.76122686622216,71.57265631042362
Fruits,Pomegranate,80.08366614533372,96.22043559985867,88.15205087259619
Fruits,Watermelon,36.089670979397624,93.81567111271245,64.95267104605503
Grains,Rice,68.78144986037701,98.75891587976741,83.7701828700722
Fruits,Watermelon,22.16510600135835,46.89175111560965,34.528428558484
Pulses,Lentils,38.135988988193084,68.80346031993787,53.46972465406547
Vegetables,Okra,57.77454097812456,118.4715348372654,88.12303790769498
Grains,Oats,109.54697867600045,135.34228966969889,122.44463417284967
Grains,Whole Wheat,116.1410771494055,124.89092210138469,120.5159996253951
Vegetables,Cauliflower,87.74880979133519,102.87310831707181,95.3109590542035
Vegetables,Broccoli,85.49144688272246,100.91135212796526,93.20139950534386
Vegetables,Cauliflower,107.90265887962966,151.91075842193902,129.90670865078434
Vegetables,Asparagus,42.62406920787362,98.58975937736497,70.6069142926193
Vegetables,Cucumber,25.144958782993072,53.75554979026987,39.45025428663147
Grains,Rice,117.25190902283153,175.1629581094879,146.20743356615972
Fruits,Papaya,39.100495038048074,48.95896710273803,44.029731070393055
Grains,Barley,51.99241544562969,104.79246918340982,78.39244231451976
Grains,Rice,66.05169530029795,124.65413436868712,95.35291483449254
Fruits,Guava,45.017082475419826,66.84156722993953,55.92932485267968
Pulses,Soybeans,43.702899278673634,99.5500282218525,71.62646375026307
Fruits,Dates,90.0310949484868,99.10884241042066,94.56996867945372
Fruits,Blueberries,90.77664842918912,141.59386458816485,116.18525650867699
Vegetables,Bell Peppers,105.6134270359371,140.68403921154763,123.14873312374236
Fruits,Dates,102.50518330432453,119.85588752563397,111.18053541497926
Vegetables,Carrots,94.47227424582414,132.5515908889553,113.51193256738972
Vegetables,Tomatoes,25.0943698580334,63.250322708637064,44.17234628333523
Vegetables,Drumsticks,89.9082668856116,116.38635967816032,103.14731328188596
Vegetables,Broccoli,41.9487932196025,87.6973601567445,64.8230766881735
Vegetables,Carrots,58.38297211338516,98.13453394503122,78.2587530292082
Fruits,Berries,24.41147165958251,55.673397507174855,40.04243458337868
Vegetables,Okra,60.18265814825917,118.52828193604888,89.35547004215402
Vegetables,Okra,62.243582898531606,117.29215874853027,89.76787082353094
Fruits,Melons,26.493903836777665,54.36075535481076,40.42732959579421
Fruits,Watermelon,21.462592208243702,49.21896365447991,35.34077793136181
Grains,Brown Rice,115.94727661674483,166.1698043304355,141.05854047359017
Grains,Quinoa,109.57401437416321,133.9123906425559,121.74320250835956
Fruits,Berries,21.91992011328484,74.29430401192418,48.107112062604514
Grains,Whole Wheat,120.97100044667077,171.96352075852516,146.46726060259797
Fruits,Pomegranate,102.00496903738463,164.96447544962763,133.48472224350613
Fruits,Berries,23.750138475667384,52.76712166215319,38.258630068910286
Vegetables,Asparagus,43.64390977761873,99.76413251324848,71.70402114543361
Vegetables,Bitter Gourd,47.250442685248615,86.97270227367267,67.11157247946065
Vegetables,Cauliflower,87.16597599162786,124.06638885999664,105.61618242581224
Grains,Whole Wheat,26.605246710586602,77.54923063680775,52.077238673697174
Fruits,Figs,66.28384344411418,108.30221430848806,87.29302887630112
Grains,Barley,81.77627143272346,102.25089895239782,92.01358519256064
Pulses,Green Gram,64.73441608037758,82.96360268818118,73.84900938427938
Fruits,Dates,97.57306482864445,123.0549476835549,110.31400625609967
Vegetables,Cabbage,51.35803279345484,108.7104099158571,80.03422135465597
Vegetables,Spinach,61.15463019634866,90.96083898657815,76.0577345914634
Vegetables,Kale,81.42491181902828,136.18515975307574,108.805035786052
Pulses,Green Gram,83.2877373852762,131.72648456655432,107.50711097591525
Fruits,Figs,32.2058206587534,57.327194887754175,44.76650777325379
Grains,Brown Rice,43.93834101666969,60.56834772733905,52.25334437200437
Vegetables,Drumsticks,75.59499511185948,110.52777871467096,93.06138691326521
Vegetables,Cauliflower,28.420413959229155,78.46450312822518,53.44245854372716
Fruits,Lemon,35.88905291932933,83.07196808277843,59.48051050105388
Fruits,Avocado,48.99373579354291,98.21108586688571,73.60241083021431
Grains,Whole Wheat,113.52172193930471,177.9876812814622,145.75470161038345
Fruits,Avocado,57.78161041206372,93.04333220596662,75.41247130901517
Grains,Rice,67.49680083512435,119.00441713530182,93.25060898521309
Vegetables,Asparagus,54.23657843799295,88.57499511727286,71.4057867776329
Fruits,Pomegranate,82.15424902344472,91.27159485995884,86.71292194170178
Vegetables,Cauliflower,86.26905705893596,128.14476397512882,107.20691051703238
Fruits,Lemon,35.28223841668932,85.80840969529474,60.545324055992026
Fruits,Blueberries,27.83059424440109,72.92352498318652,50.377059613793804
Pulses,Black Gram,76.59594287613795,120.69066971902521,98.64330629758157
Vegetables,Spinach,64.53194022537323,89.57702492380308,77.05448257458815
Fruits,Lemon,30.055434445043474,59.13944525432,44.597439849681734
Pulses,Lentils,92.1773258015002,117.74606610418371,104.96169595284195
Pulses,Lentils,40.41134931880065,66.17875427476362,53.29505179678213
Pulses,Chickpeas,100.7413682474056,132.39963228824885,116.57050026782723
Pulses,Green Gram,61.35203632485284,105.89093409570494,83.62148521027889
Fruits,Melons,26.688719734034628,51.86062167260903,39.27467070332183
Vegetables,Okra,58.57150228026452,119.13481083281646,88.85315655654048
Fruits,Pomegranate,99.10165490909863,158.15783936410958,128.6297471366041
Fruits,Berries,63.103735618910314,95.07555572590138,79.08964567240585
Vegetables,Bell Peppers,36.765694982762156,56.75146655272215,46.75858076774215
Pulses,Black-eyed Peas,51.57038962789664,93.11554665797875,72.34296814293769
Vegetables,Drumsticks,73.7245113073886,120.62357479749639,97.1740430524425
Vegetables,Drumsticks,77.53813657780474,116.2929900696996,96.91556332375217
Vegetables,Carrots,101.74851235386187,122.83164788636913,112.2900801201155
Fruits,Pomegranate,110.05722767388318,135.265087426368,122.6611575501256
Vegetables,Tomatoes,73.03198548877425,121.44765650219614,97.23982099548519
Vegetables,Cucumber,67.26947220994248,99.98398954546543,83.62673087770395
Vegetables,Spinach,107.00391973131346,148.1712669785151,127.58759335491428
Vegetables,Carrots,29.82571132231798,83.14368467137818,56.484697996848084
Fruits,Lemon,34.72831610940439,87.5637533998538,61.14603475462909
Fruits,Grapefruit,114.300319938598,134.52480404830578,124.41256199345189
Vegetables,Spinach,61.32480495689838,88.74513541465284,75.0349701857756
Grains,Oats,81.7085832933558,118.56769573049046,100.13813951192313
Grains,Whole Wheat,75.4237376791025,127.68688023592699,101.55530895751474
Vegetables,Kale,74.23542998916119,129.10858201744247,101.67200600330183
Vegetables,Okra,58.874982643488515,116.33304670567617,87.60401467458234
Pulses,Soybeans,124.6087567595074,177.505779423066,151.0572680912867
Vegetables,Beetroot,41.80170362601536,67.20986946311591,54.50578654456564
Vegetables,Cucumber,25.0503589901158,54.445381540108755,39.747870265112276
Vegetables,Cucumber,102.76271992736484,149.38423561425776,126.07347777081131
Vegetables,Drumsticks,88.32456302250728,111.28791512118308,99.80623907184517
Vegetables,Bitter Gourd,20.075894993388765,65.58193554160404,42.8289152674964
Vegetables,Drumsticks,51.84348220760541,65.60581756508553,58.724649886345475
Fruits,Oranges,24.31748276559463,48.90249492906118,36.609988847327905
Vegetables,Bitter Gourd,41.71115490536565,53.47775539935974,47.5944551523627
Vegetables,Bitter Gourd,45.97782889505517,89.9527394020297,67.96528414854244
Fruits,Apples,53.42759219158541,73.16696676246747,63.297279477026436
Fruits,Lemon,23.088444378721253,59.62798741973998,41.358215899230615
Vegetables,Tomatoes,73.07208674717177,117.51308465700363,95.2925857020877
Grains,Whole Wheat,73.12911086853063,110.994396542026,92.0617537052783
Vegetables,Cucumber,65.96157053714109,103.90835964218435,84.93496508966271
Fruits,Dates,93.83668673311907,122.78571487676324,108.31120080494115
Pulses,Black Gram,116.78360648994558,163.61684712667494,140.20022680831028
Vegetables,Okra,68.80118820291074,116.33391446300637,92.56755133295854
Pulses,Black Gram,37.22522707354893,86.59821163218601,61.911719352867465
Fruits,Watermelon,21.666227537575065,47.01697617170618,34.34160185464062
Vegetables,Drumsticks,49.05371787237325,59.893718144235315,54.47371800830428
Fruits,Blueberries,90.65959465478235,144.6443999182237,117.65199728650303
Vegetables,Cucumber,100.49739483333589,160.4732041473192,130.48529949032755
Fruits,Papaya,118.70235297501574,166.1450460774113,142.4236995262135
Grains,Brown Rice,43.042115903419294,58.16538665751017,50.603751280464735
Fruits,Melons,119.79232744618602,158.32920039353104,139.06076391985852
Vegetables,Cucumber,23.895595889273398,55.849306977383186,39.872451433328294
Pulses,Lentils,62.34555309590858,101.17691951817365,81.76123630704112
Vegetables,Cabbage,56.165338343581915,104.42767846954109,80.2965084065615
Grains,Whole Wheat,26.14690665227362,70.92386980560471,48.53538822893917
Fruits,Blueberries,87.51113141598177,140.98501274718427,114.24807208158302
Pulses,Black Gram,45.73845090258325,63.23862622227841,54.48853856243083
Grains,Ragi,101.4087878968409,120.66779930176047,111.03829359930069
Fruits,Watermelon,69.67870700292112,110.11214433006838,89.89542566649475
Pulses,Chickpeas,64.31352878935085,100.92023201349065,82.61688040142076
Vegetables,Drumsticks,88.5494636601964,117.54101104468927,103.04523735244283
Fruits,Lemon,24.73191608513545,58.056102681200485,41.39400938316797
Vegetables,Cucumber,97.14985809683424,147.95619158608068,122.55302484145746
Pulses,Green Gram,60.62107909009073,81.7829811620562,71.20203012607347
Grains,Quinoa,108.76157296178242,128.65712658242802,118.70934977210521
Fruits,Papaya,119.17508075991393,157.6942168396457,138.4346487997798
Fruits,Berries,113.45992291930557,162.51245804808596,137.98619048369576
Fruits,Dates,109.62395579944886,143.59006567142515,126.607010735437
Fruits,Guava,110.62238783594697,166.9454860927694,138.7839369643582
Vegetables,Cauliflower,91.9709088750243,125.08333658587696,108.52712273045063
Vegetables,Kale,90.09570439677876,137.52350676690102,113.80960558183989
Vegetables,Zucchini,42.00407592356942,100.75219370414044,71.37813481385493
Pulses,Black Gram,38.39401764260981,88.39460273443692,63.39431018852336
Grains,Ragi,98.93955908705509,156.64293400080666,127.79124654393087
Fruits,Figs,95.9204826496804,143.12966808442957,119.52507536705498
Vegetables,Spinach,60.062563153596884,90.94602902588913,75.50429608974301
Fruits,Lemon,35.67459350309076,85.74524736569963,60.709920434395194
Vegetables,Spinach,91.43703314175201,119.90691623072465,105.67197468623833
Fruits,Oranges,20.07777600632286,55.83893089676906,37.95835345154596
Fruits,Figs,66.41692186681547,104.89299342978677,85.65495764830112
Fruits,Guava,67.7894000841182,81.40120159114531,74.59530083763175
Fruits,Watermelon,77.91140894912235,107.3140470533795,92.61272800125093
Fruits,Oranges,114.55497746422073,132.9557860615298,123.75538176287526
Pulses,Black-eyed Peas,49.35863940544956,96.82029352785248,73.08946646665102
Fruits,Melons,121.3165968930339,180.85195652175523,151.08427670739457
Grains,Whole Wheat,73.53074715338016,105.34081927065554,89.43578321201785
Vegetables,Beetroot,38.08164182721744,73.19307067820175,55.637356252709594
Grains,Rice,83.99394813852018,129.75080825058427,106.87237819455223
Vegetables,Okra,72.37453944519407,134.3146971282672,103.34461828673064
Fruits,Lemon,24.8546879488001,60.63071086699353,42.742699407896815
Fruits,Papaya,92.09950948133891,144.0373524362452,118.06843095879205
Grains,Brown Rice,66.36647364275728,92.2942010677776,79.33033735526745
Vegetables,Cauliflower,89.76261399366173,127.18203753130557,108.47232576248365
Fruits,Lemon,74.05288003356512,90.18877501921081,82.12082752638796
Vegetables,Bitter Gourd,78.73763562727538,84.57649132243685,81.65706347485612
Vegetables,Zucchini,86.97609000680234,123.79817436227061,105.38713218453648
Pulses,Soybeans,102.08091539731707,130.47945754075826,116.28018646903766
Fruits,Guava,106.6394459180771,170.03549725157336,138.33747158482524
Vegetables,Carrots,29.53992980294531,86.07388626324664,57.80690803309597
Vegetables,Cucumber,68.19866458208818,106.25574918570751,87.22720688389785
Vegetables,Asparagus,40.79725390902837,101.09720703703498,70.94723047303168
Pulses,Green Gram,59.949339386329164,80.51498466179002,70.23216202405959
Vegetables,Kale,38.679317045743566,73.7978588578926,56.23858795181809
Grains,Oats,95.53541788103448,126.81130708668985,111.17336248386216
Pulses,Chickpeas,62.904005469414855,96.80641314001426,79.85520930471455
Vegetables,Zucchini,61.186226559516875,94.13526243161095,77.66074449556392
Fruits,Berries,27.4801699526071,75.14215066704998,51.31116030982854
Vegetables,Tomatoes,118.23264925046266,145.13588025399503,131.68426475222884
Fruits,Apples,99.56840632185026,156.56480412480957,128.06660522332993
Vegetables,Asparagus,53.479329040047205,86.25191607801501,69.86562255903111
Fruits,Berries,61.304220097539584,99.10473073340778,80.20447541547368
Fruits,Papaya,96.52179318087168,144.12915025020894,120.32547171554032
Grains,Whole Wheat,119.61066539944039,136.03667517626488,127.82367028785264
Vegetables,Cucumber,64.93265412347061,107.5123834667509,86.22251879511076
Fruits,Berries,27.73513179521535,70.28136225741525,49.0082470263153
Vegetables,Carrots,100.52682027693952,135.2327973031393,117.87980879003942
Fruits,Dates,33.07207828730951,47.592543823089166,40.33231105519934
Fruits,Pomegranate,97.89610546064904,159.81449557675583,128.85530051870245
Pulses,Soybeans,86.54188087498987,138.19727993843136,112.36958040671061
Vegetables,Okra,59.8991360456813,112.01490876495033,85.95702240531583
Fruits,Avocado,84.48093459766511,123.17205696831684,103.82649578299097
Fruits,Pineapple,93.67921326912614,111.46052528394165,102.5698692765339
Fruits,Oranges,24.92799344628688,46.03925556622526,35.48362450625607
Vegetables,Carrots,59.93493652848206,99.99652158897406,79.96572905872806
Pulses,Black-eyed Peas,42.37480135863783,81.45413181399329,61.914466586315555
Pulses,Black-eyed Peas,41.953611118067705,87.1878896965942,64.57075040733095
Fruits,Berries,27.482451543754674,74.44277462620224,50.96261308497846
Fruits,Grapefruit,108.48609125300422,136.28993286552046,122.38801205926234
Fruits,Blueberries,25.733703188485485,70.93996649828867,48.33683484338708
Fruits,Pineapple,54.690935319478776,86.36006804625744,70.52550168286811
Vegetables,Drumsticks,101.83582072728616,171.503353377139,136.6695870522126
Vegetables,Cauliflower,85.03462895487318,106.03359630855421,95.5341126317137
Fruits,Oranges,19.43519352459191,54.40605336316886,36.92062344388039
Pulses,Black Gram,119.09983359369862,151.75965405648589,135.42974382509226
Pulses,Lentils,63.06447735969439,107.51409669245447,85.28928702607443
Pulses,Green Gram,96.42679788023038,140.8070176556841,118.61690776795723
Fruits,Lemon,71.18842912484884,96.05235732786151,83.62039322635518
Vegetables,Kale,110.81997569716918,165.45637455122005,138.13817512419462
Vegetables,Bitter Gourd,46.77486185810805,86.89957034304577,66.83721610057691
Pulses,Black Gram,74.59375260457928,122.50861661504567,98.55118460981248
Vegetables,Kale,118.40205084417933,176.26041167715846,147.3312312606689
Vegetables,Zucchini,43.13000975529029,101.078751075488,72.10438041538914
Fruits,Dates,35.082494165234266,46.442762033720705,40.76262809947748
Vegetables,Cucumber,101.49719076469066,152.61955459713673,127.05837268091369
Vegetables,Cabbage,97.05389120931726,118.0104388906909,107.53216505000408
Pulses,Black Gram,123.21748219704247,160.29611679365237,141.75679949534742
Fruits,Berries,58.35303044988559,96.31619107740454,77.33461076364506
Fruits,Apples,108.90462378621774,167.33672577728572,138.12067478175175
Grains,Whole Wheat,111.8451287256147,129.42822044147465,120.63667458354467
Vegetables,Cabbage,55.581837494578515,109.60101118713165,82.59142434085508
Fruits,Grapefruit,67.98198717203101,108.21899289428696,88.10049003315899
Grains,Oats,92.56744194439929,124.98029391892219,108.77386793166073
Grains,Barley,38.70268876190867,97.62126808882607,68.16197842536737
Grains,Quinoa,33.4419581990224,76.66608400111629,55.05402110006935
Fruits,Pineapple,57.707850890872436,86.53711174203167,72.12248131645205
Pulses,Soybeans,95.00852346419578,126.11316889982423,110.56084618201001
Vegetables,Spinach,107.02906927776687,155.46999487122918,131.249532074498
Vegetables,Bitter Gourd,42.14077231907066,57.41745003872844,49.779111178899555
Fruits,Figs,68.96708527570127,112.42842818840498,90.69775673205312
Fruits,Pomegranate,78.63276811178716,106.59681964467705,92.6147938782321
Fruits,Watermelon,67.18188982578484,115.53463509363839,91.35826245971161
Vegetables,Cauliflower,29.82279353453682,77.76555866457166,53.794176099554235
Vegetables,Beetroot,86.56580725714078,140.2742610039379,113.42003413053934
Vegetables,Okra,62.20452003228672,122.76912709302655,92.48682356265664
Fruits,Grapefruit,89.8445213449532,139.62908311579997,114.73680223037658
Vegetables,Okra,76.02312041757912,138.41007798038817,107.21659919898364
Pulses,Lentils,63.269723282352864,107.11675249826537,85.19323789030912
Fruits,Oranges,23.41654076680271,50.18126599971605,36.79890338325938
Fruits,Figs,97.84039779389985,142.34249374328536,120.0914457685926
Pulses,Lentils,28.821300283823795,82.90808496580034,55.864692624812065
Fruits,Melons,67.86188918843708,115.85582535127216,91.85885726985461
Fruits,Oranges,112.00922336139129,124.25493680464339,118.13208008301734
Fruits,Lemon,33.27924540008077,87.00209465190486,60.14067002599281
Fruits,Pomegranate,82.32326032308848,110.0483336908313,96.18579700695989
Vegetables,Broccoli,44.87280597358141,64.60328515463694,54.73804556410917
Fruits,Melons,26.185587162873116,53.195263499508386,39.69042533119075
Pulses,Black-eyed Peas,104.3619400002072,159.53767189849833,131.94980594935276
Vegetables,Broccoli,93.84314210325302,150.12904100038884,121.98609155182092
Vegetables,Kale,92.66213497881984,138.70750043407588,115.68481770644786
Vegetables,Tomatoes,70.17812604904908,112.87628465974291,91.52720535439599
Grains,Rice,77.69623997942954,124.18493671350626,100.9405883464679
Vegetables,Carrots,30.36845208891034,83.37543978947429,56.871945939192315
Vegetables,Tomatoes,58.218275224457244,68.77886613358977,63.49857067902351
Pulses,Soybeans,115.30145808221846,173.9773622435291,144.6394101628738
Pulses,Black Gram,40.858195311873914,86.84685249334456,63.852523902609235
Pulses,Green Gram,87.69392633036412,145.38714272790972,116.54053452913692
Pulses,Black Gram,120.22048870228741,153.17644845585812,136.69846857907277
Fruits,Figs,33.07229584322884,56.313796800451534,44.693046321840185
Fruits,Melons,117.21680969802685,168.56304262740943,142.88992616271815
Vegetables,Cucumber,68.21504961739195,108.97929933151694,88.59717447445445
Fruits,Avocado,62.382891354696724,85.50432865283138,73.94361000376405
Vegetables,Beetroot,38.901406026079485,84.23763841566846,61.56952222087397
Grains,Quinoa,34.35662181593205,74.5665891962548,54.46160550609342
Pulses,Black Gram,114.09635659820364,161.88371420805427,137.99003540312896
Vegetables,Cauliflower,29.073197692723415,74.45566187774583,51.76442978523462
Fruits,Pomegranate,46.45971366399456,89.22731245994937,67.84351306197198
Vegetables,Broccoli,108.75620797842629,129.2001826196369,118.9781952990316
Vegetables,Beetroot,87.89092671392312,133.0107847282478,110.45085572108547
Fruits,Apples,97.6985949588511,146.93085456961984,122.31472476423548
Vegetables,Bell Peppers,64.57008008382509,115.09116100050556,89.83062054216532
Pulses,Black-eyed Peas,86.56505813209148,104.78382958056527,95.67444385632837
Fruits,Blueberries,96.57252465202065,153.39657754771045,124.98455109986554
Fruits,Figs,65.59044655629171,105.44489542570103,85.51767099099638
Grains,Rice,66.79165320842523,104.56935424985492,85.68050372914007
Fruits,Melons,27.771715059647345,53.51112055396843,40.64141780680789
Vegetables,Tomatoes,55.31452361886256,68.67113985736482,61.99283173811369
Grains,Rice,67.0971554755167,118.5088335803984,92.80299452795755
Fruits,Apples,97.07248434795294,150.72392437665556,123.89820436230426
Vegetables,Cauliflower,29.523607812359927,74.59597961830693,52.05979371533343
Pulses,Soybeans,57.35880048605521,112.02619433590323,84.69249741097921
Fruits,Watermelon,72.16446960088274,100.53085054093206,86.34766007090741
Vegetables,Bitter Gourd,73.27341791971922,83.07951389346665,78.17646590659294
Vegetables,Beetroot,118.52445106750024,148.66307844399893,133.5937647557496
Vegetables,Spinach,65.6629042186436,90.38514412576768,78.02402417220564
Fruits,Berries,60.97534467143168,99.84362764638783,80.40948615890976
Vegetables,Asparagus,46.688585125116596,101.24156786356143,73.96507649433902
Pulses,Black Gram,44.86695650933966,64.5222935319297,54.69462502063468
Fruits,Grapefruit,64.89808714811609,112.7650426882452,88.83156491818065
Vegetables,Cabbage,53.618692113638076,109.69903825937972,81.6588651865089
Grains,Barley,51.708754268049134,103.29420981960101,77.50148204382506
Vegetables,Beetroot,39.86605216558872,70.05060962882999,54.95833089720935
Vegetables,Okra,73.69956186684361,128.8292350181378,101.26439844249072
Vegetables,Cabbage,31.575939905681278,74.9844506724155,53.28019528904839
Fruits,Blueberries,90.51825324880909,141.29017133283645,115.90421229082277
Fruits,Oranges,19.46031944733355,57.51439833419229,38.48735889076292
Fruits,Grapefruit,106.81968589061727,138.69398848156703,122.75683718609216
Fruits,Guava,86.70692432114625,130.48180395810576,108.59436413962601
Vegetables,Tomatoes,43.929237618873316,92.3094555736762,68.11934659627477
Fruits,Papaya,31.268144981472794,46.67546185590973,38.971803418691266
Pulses,Lentils,29.11067823924881,82.18070847981164,55.64569335953023
Pulses,Black Gram,107.44094194329853,133.455075115981,120.44800852963976
Fruits,Grapefruit,110.16138351027686,142.23982159083144,126.20060255055415
Vegetables,Bitter Gourd,43.08586982335346,56.58511849315679,49.83549415825513
Grains,Rice,121.3361359335639,173.16962027746786,147.2528781055159
Fruits,Watermelon,40.358293290352805,53.20068090703423,46.77948709869352
Grains,Oats,111.33741498755484,145.2334320189164,128.28542350323562
Pulses,Chickpeas,92.92484801508007,122.19362654865829,107.55923728186917
Fruits,Guava,111.53842696244931,160.05914976135546,135.79878836190238
Grains,Brown Rice,69.11733124418882,94.55197114366601,81.83465119392741
Fruits,Pomegranate,78.1508157347115,111.94183992621352,95.0463278304625
Grains,Whole Wheat,73.73594789068389,109.52702318903046,91.63148553985718
Fruits,Dates,98.35784102354553,126.63289391961037,112.49536747157795
Grains,Whole Wheat,121.99043520994185,168.45143754822433,145.2209363790831
Fruits,Melons,119.99628534658356,174.65962888904446,147.327957117814
Vegetables,Bitter Gourd,47.08356282360768,94.32240112704652,70.7029819753271
Pulses,Black-eyed Peas,106.10845373384245,155.7566484194588,130.9325510766506
Vegetables,Cauliflower,28.982558465642605,78.85101450170573,53.91678648367417
Fruits,Guava,46.607169215448295,68.09776951239087,57.35246936391958
Fruits,Blueberries,71.18245587053825,96.68278279446096,83.9326193324996
Vegetables,Asparagus,42.324508814194964,99.92825755746345,71.12638318582921
Vegetables,Cucumber,84.80547241522896,98.85990091356229,91.83268666439562
Pulses,Green Gram,82.86941794290175,140.38350218365846,111.6264600632801
Grains,Rice,65.23994265985671,125.90542398070974,95.57268332028323
Grains,Brown Rice,58.17389555351788,102.35842365923699,80.26615960637744
Fruits,Grapefruit,66.52321964688055,110.72850358111606,88.6258616139983
Fruits,Pomegranate,112.61490507553279,133.50560154167255,123.06025330860267
Pulses,Black Gram,113.69699710445477,138.97641426977685,126.33670568711581
Vegetables,Okra,50.86177433523605,93.1148985914269,71.98833646333148
Grains,Rice,113.64879623865212,167.35968240620744,140.50423932242978
